OBS,VNM_CAN_CTN,VNM_CANOTH_CTN,VNM_CANRATIO_CTN,VNM_CLIMLOSS_CTN,VNM_CMUD_CTN,VNM_CO2_CTN,VNM_COALC_CTN,VNM_CTAX_CTN,VNM_CTAXR_CTN,VNM_CXS_CTN,VNM_CXUD_CTN,VNM_DEP_CTN,VNM_EC_CTN,VNM_EFEX_CTN,VNM_EFF_CTN,VNM_ENAB_CTN,VNM_EXP_CTN,VNM_EXPE_CTN,VNM_EXPEB_CTN,VNM_EXPH_CTN,VNM_EXPHB_CTN,VNM_EXPSP_CTN,VNM_EXPSPB_CTN,VNM_EXR_CTN,VNM_FINC_CTN,VNM_GASC_CTN,VNM_GCARB_CTN,VNM_GCARBB_CTN,VNM_GCARBR_CTN,VNM_GCARBRB_CTN,VNM_GCOM_CTN,VNM_GCR_CTN,VNM_GDFXSH_CTN,VNM_GDI_CTN,VNM_GDN_CTN,VNM_GDNRATIO_CTN,VNM_GINI_DISP_CTN,VNM_GINT_CTN,VNM_GIP_CTN,VNM_GLN_CTN,VNM_GLNRATIO_CTN,VNM_GLNT_CTN,VNM_GOTH_CTN,VNM_GTRADE_CTN,VNM_GTRADER_CTN,VNM_HEAD19_CTN,VNM_HEAD55_CTN,VNM_HIC_CTN,VNM_IGR_CTN,VNM_INFT_CTN,VNM_INT_CTN,VNM_IPR_CTN,VNM_ITAX_CTN,VNM_ITAXR_CTN,VNM_ITR_CTN,VNM_K_CTN,VNM_LABSH_CTN,VNM_LFN_CTN,VNM_LFNF_CTN,VNM_LIVES_CTN,VNM_LNN_CTN,VNM_LNNF_CTN,VNM_LOCK_CTN,VNM_LRX_CTN,VNM_LRXF_CTN,VNM_LTI_CTN,VNM_MTD_CTN,VNM_MTN$_CTN,VNM_MTN_CTN,VNM_MTR$_CTN,VNM_MTR_CTN,VNM_OGC_CTN,VNM_OGI_CTN,VNM_OILC_CTN,VNM_OMS_CTN,VNM_OXS_CTN,VNM_PC_CTN,VNM_PCR_CTN,VNM_PE_CTN,VNM_PG_CTN,VNM_PM25_CTN,VNM_POIL_CTN,VNM_POPT_CTN,VNM_POPWA_CTN,VNM_POPWAF_CTN,VNM_PR_CTN,VNM_PREM_CTN,VNM_PROF_CTN,VNM_RC_CTN,VNM_REFEX_CTN,VNM_REL_RED_CTN,VNM_REMIT_CTN,VNM_REV_CTN,VNM_REVG_CTN,VNM_RPDI_CTN,VNM_SCR_CTN,VNM_SDLI_CTN,VNM_SHAREE_CTN,VNM_SHAREH_CTN,VNM_SHARESP_CTN,VNM_SHAREX_CTN,VNM_SOLV_CTN,VNM_TAX_CTN,VNM_TAXR_CTN,VNM_TECHL_CTN,VNM_TFP_CTN,VNM_URX_CTN,VNM_URXF_CTN,VNM_USER_CTN,VNM_WDR_CTN,VNM_XTD$_CTN,VNM_XTDNO$_CTN,VNM_XTN$_CTN,VNM_XTN_CTN,VNM_XTR$_CTN,VNM_XTR_CTN,VNM_YBAR_CTN,VNM_YED_CTN,VNM_YEN$_CTN,VNM_YEN_CTN,VNM_YER$_CTN,VNM_YER_CTN,VNM_YFT$_CTN,VNM_YFT_CTN,VNM_CAN_A,VNM_CANOTH_A,VNM_CANRATIO_A,VNM_CLIMLOSS_A,VNM_CMUD_A,VNM_CO2_A,VNM_COALC_A,VNM_CTAX_A,VNM_CTAXR_A,VNM_CXS_A,VNM_CXUD_A,VNM_DEP_A,VNM_EC_A,VNM_EFEX_A,VNM_EFF_A,VNM_ENAB_A,VNM_EXP_A,VNM_EXPE_A,VNM_EXPEB_A,VNM_EXPH_A,VNM_EXPHB_A,VNM_EXPSP_A,VNM_EXPSPB_A,VNM_EXR_A,VNM_FINC_A,VNM_GASC_A,VNM_GCARB_A,VNM_GCARBB_A,VNM_GCARBR_A,VNM_GCARBRB_A,VNM_GCOM_A,VNM_GCR_A,VNM_GDFXSH_A,VNM_GDI_A,VNM_GDN_A,VNM_GDNRATIO_A,VNM_GINI_DISP_A,VNM_GINT_A,VNM_GIP_A,VNM_GLN_A,VNM_GLNRATIO_A,VNM_GLNT_A,VNM_GOTH_A,VNM_GTRADE_A,VNM_GTRADER_A,VNM_HEAD19_A,VNM_HEAD55_A,VNM_HIC_A,VNM_IGR_A,VNM_INFT_A,VNM_INT_A,VNM_IPR_A,VNM_ITAX_A,VNM_ITAXR_A,VNM_ITR_A,VNM_K_A,VNM_LABSH_A,VNM_LFN_A,VNM_LFNF_A,VNM_LIVES_A,VNM_LNN_A,VNM_LNNF_A,VNM_LOCK_A,VNM_LRX_A,VNM_LRXF_A,VNM_LTI_A,VNM_MTD_A,VNM_MTN$_A,VNM_MTN_A,VNM_MTR$_A,VNM_MTR_A,VNM_OGC_A,VNM_OGI_A,VNM_OILC_A,VNM_OMS_A,VNM_OXS_A,VNM_PC_A,VNM_PCR_A,VNM_PE_A,VNM_PG_A,VNM_PM25_A,VNM_POIL_A,VNM_POPT_A,VNM_POPWA_A,VNM_POPWAF_A,VNM_PR_A,VNM_PREM_A,VNM_PROF_A,VNM_RC_A,VNM_REFEX_A,VNM_REL_RED_A,VNM_REMIT_A,VNM_REV_A,VNM_REVG_A,VNM_RPDI_A,VNM_SCR_A,VNM_SDLI_A,VNM_SHAREE_A,VNM_SHAREH_A,VNM_SHARESP_A,VNM_SHAREX_A,VNM_SOLV_A,VNM_TAX_A,VNM_TAXR_A,VNM_TECHL_A,VNM_TFP_A,VNM_URX_A,VNM_URXF_A,VNM_USER_A,VNM_WDR_A,VNM_XTD$_A,VNM_XTDNO$_A,VNM_XTN$_A,VNM_XTN_A,VNM_XTR$_A,VNM_XTR_A,VNM_YBAR_A,VNM_YED_A,VNM_YEN$_A,VNM_YEN_A,VNM_YER$_A,VNM_YER_A,VNM_YFT$_A,VNM_YFT_A,VNM_CAN_CTN,VNM_CANOTH_CTN,VNM_CANRATIO_CTN,VNM_CLIMLOSS_CTN,VNM_CMUD_CTN,VNM_CO2_CTN,VNM_COALC_CTN,VNM_CTAX_CTN,VNM_CTAXR_CTN,VNM_CXS_CTN,VNM_CXUD_CTN,VNM_DEP_CTN,VNM_EC_CTN,VNM_EFEX_CTN,VNM_EFF_CTN,VNM_ENAB_CTN,VNM_EXP_CTN,VNM_EXPE_CTN,VNM_EXPEB_CTN,VNM_EXPH_CTN,VNM_EXPHB_CTN,VNM_EXPSP_CTN,VNM_EXPSPB_CTN,VNM_EXR_CTN,VNM_FINC_CTN,VNM_GASC_CTN,VNM_GCARB_CTN,VNM_GCARBB_CTN,VNM_GCARBR_CTN,VNM_GCARBRB_CTN,VNM_GCOM_CTN,VNM_GCR_CTN,VNM_GDFXSH_CTN,VNM_GDI_CTN,VNM_GDN_CTN,VNM_GDNRATIO_CTN,VNM_GINI_DISP_CTN,VNM_GINT_CTN,VNM_GIP_CTN,VNM_GLN_CTN,VNM_GLNRATIO_CTN,VNM_GLNT_CTN,VNM_GOTH_CTN,VNM_GTRADE_CTN,VNM_GTRADER_CTN,VNM_HEAD19_CTN,VNM_HEAD55_CTN,VNM_HIC_CTN,VNM_IGR_CTN,VNM_INFT_CTN,VNM_INT_CTN,VNM_IPR_CTN,VNM_ITAX_CTN,VNM_ITAXR_CTN,VNM_ITR_CTN,VNM_K_CTN,VNM_LABSH_CTN,VNM_LFN_CTN,VNM_LFNF_CTN,VNM_LIVES_CTN,VNM_LNN_CTN,VNM_LNNF_CTN,VNM_LOCK_CTN,VNM_LRX_CTN,VNM_LRXF_CTN,VNM_LTI_CTN,VNM_MTD_CTN,VNM_MTN$_CTN,VNM_MTN_CTN,VNM_MTR$_CTN,VNM_MTR_CTN,VNM_OGC_CTN,VNM_OGI_CTN,VNM_OILC_CTN,VNM_OMS_CTN,VNM_OXS_CTN,VNM_PC_CTN,VNM_PCR_CTN,VNM_PE_CTN,VNM_PG_CTN,VNM_PM25_CTN,VNM_POIL_CTN,VNM_POPT_CTN,VNM_POPWA_CTN,VNM_POPWAF_CTN,VNM_PR_CTN,VNM_PREM_CTN,VNM_PROF_CTN,VNM_RC_CTN,VNM_REFEX_CTN,VNM_REL_RED_CTN,VNM_REMIT_CTN,VNM_REV_CTN,VNM_REVG_CTN,VNM_RPDI_CTN,VNM_SCR_CTN,VNM_SDLI_CTN,VNM_SHAREE_CTN,VNM_SHAREH_CTN,VNM_SHARESP_CTN,VNM_SHAREX_CTN,VNM_SOLV_CTN,VNM_TAX_CTN,VNM_TAXR_CTN,VNM_TECHL_CTN,VNM_TFP_CTN,VNM_URX_CTN,VNM_URXF_CTN,VNM_USER_CTN,VNM_WDR_CTN,VNM_XTD$_CTN,VNM_XTDNO$_CTN,VNM_XTN$_CTN,VNM_XTN_CTN,VNM_XTR$_CTN,VNM_XTR_CTN,VNM_YBAR_CTN,VNM_YED_CTN,VNM_YEN$_CTN,VNM_YEN_CTN,VNM_YER$_CTN,VNM_YER_CTN,VNM_YFT$_CTN,VNM_YFT_CTN,VNM_CAN_A,VNM_CANOTH_A,VNM_CANRATIO_A,VNM_CLIMLOSS_A,VNM_CMUD_A,VNM_CO2_A,VNM_COALC_A,VNM_CTAX_A,VNM_CTAXR_A,VNM_CXS_A,VNM_CXUD_A,VNM_DEP_A,VNM_EC_A,VNM_EFEX_A,VNM_EFF_A,VNM_ENAB_A,VNM_EXP_A,VNM_EXPE_A,VNM_EXPEB_A,VNM_EXPH_A,VNM_EXPHB_A,VNM_EXPSP_A,VNM_EXPSPB_A,VNM_EXR_A,VNM_FINC_A,VNM_GASC_A,VNM_GCARB_A,VNM_GCARBB_A,VNM_GCARBR_A,VNM_GCARBRB_A,VNM_GCOM_A,VNM_GCR_A,VNM_GDFXSH_A,VNM_GDI_A,VNM_GDN_A,VNM_GDNRATIO_A,VNM_GINI_DISP_A,VNM_GINT_A,VNM_GIP_A,VNM_GLN_A,VNM_GLNRATIO_A,VNM_GLNT_A,VNM_GOTH_A,VNM_GTRADE_A,VNM_GTRADER_A,VNM_HEAD19_A,VNM_HEAD55_A,VNM_HIC_A,VNM_IGR_A,VNM_INFT_A,VNM_INT_A,VNM_IPR_A,VNM_ITAX_A,VNM_ITAXR_A,VNM_ITR_A,VNM_K_A,VNM_LABSH_A,VNM_LFN_A,VNM_LFNF_A,VNM_LIVES_A,VNM_LNN_A,VNM_LNNF_A,VNM_LOCK_A,VNM_LRX_A,VNM_LRXF_A,VNM_LTI_A,VNM_MTD_A,VNM_MTN$_A,VNM_MTN_A,VNM_MTR$_A,VNM_MTR_A,VNM_OGC_A,VNM_OGI_A,VNM_OILC_A,VNM_OMS_A,VNM_OXS_A,VNM_PC_A,VNM_PCR_A,VNM_PE_A,VNM_PG_A,VNM_PM25_A,VNM_POIL_A,VNM_POPT_A,VNM_POPWA_A,VNM_POPWAF_A,VNM_PR_A,VNM_PREM_A,VNM_PROF_A,VNM_RC_A,VNM_REFEX_A,VNM_REL_RED_A,VNM_REMIT_A,VNM_REV_A,VNM_REVG_A,VNM_RPDI_A,VNM_SCR_A,VNM_SDLI_A,VNM_SHAREE_A,VNM_SHAREH_A,VNM_SHARESP_A,VNM_SHAREX_A,VNM_SOLV_A,VNM_TAX_A,VNM_TAXR_A,VNM_TECHL_A,VNM_TFP_A,VNM_URX_A,VNM_URXF_A,VNM_USER_A,VNM_WDR_A,VNM_XTD$_A,VNM_XTDNO$_A,VNM_XTN$_A,VNM_XTN_A,VNM_XTR$_A,VNM_XTR_A,VNM_YBAR_A,VNM_YED_A,VNM_YEN$_A,VNM_YEN_A,VNM_YER$_A,VNM_YER_A,VNM_YFT$_A,VNM_YFT_A,VNM_POPWAF,VNM_SKRAT,VNM_POPWAM,VNM_LRXM,VNM_LFNM
2000,0.85,0.277795399,2.726751176,12476.32406,0.793979956,52.3321,0.196330054,22240,,0.480747859,0.738342068,0.007408527,0.754747684,1.593375187,0.461424328,0.65,99751,1050.131513,1050.131513,8124.904736,8124.904736,16579.88,16579.88,14167.75,21.36949348,0.055584,,,,,4837.021496,87006.21836,0.512,1557203.054,138816.7104,31.43166935,33.8,2.531395528,3514,-9002,-2.038284056,-2.038284056,,13437,0.055285148,34.76,89,0.330188119,57741.16944,5,6,244441.6584,29809,0.080890621,302182.8279,2879935.62,0.496174774,41917.64989,20243.26385,0.592,40970.311,19810.058,0,0.8459668,0.82067909,10.55,0.374998146,17.92288825,253927,31.2081995,677142.0151,42366.08109,28116.00266,0.35732363,0.12514729,0.227570371,1.466988136,1116060.642,3.221891058,3.910628519,36.23884543,4.078977958,79910.411,49549.994,24666.4795,,397.8290943,,0.14551,,15.28822055,18984.85173,90749,2028,699025.2148,90308.18977,0.618228467,0,0,0,0,0,1831,0.007752329,3.376608258,0.005592331,2.26,2.14,,367.1979097,0.52310074,0.518055517,17.15508814,243049,32.79499881,711571.7003,4.398061452,0.270950534,31.17262798,441646,75.12305532,1629987.564,75.92509295,1647389.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.277795399,2.726751176,12476.32406,0.793979956,52.3321,0.196330054,22240,,0.480747859,0.738342068,0.007408527,0.754747684,1.593375187,0.461424328,0.65,99751,1050.131513,1050.131513,8124.904736,8124.904736,16579.88,16579.88,14167.75,21.36949348,0.055584,,,,,4837.021496,87006.21836,0.512,1557203.054,138816.7104,31.43166935,33.8,2.531395528,3514,-9002,-2.038284056,-2.038284056,,13437,0.055285148,34.76,89,0.330188119,57741.16944,5,6,244441.6584,29809,0.080890621,302182.8279,2879935.62,0.496174774,41917.64989,20243.26385,0.592,40970.311,19810.058,0,0.8459668,0.82067909,10.55,0.374998146,17.92288825,253927,31.2081995,677142.0151,42366.08109,28116.00266,0.35732363,0.12514729,0.227570371,1.466988136,1116060.642,3.221891058,3.910628519,36.23884543,4.078977958,79910.411,49549.994,24666.4795,,397.8290943,,0.14551,,15.28822055,18984.85173,90749,2028,699025.2148,90308.18977,0.618228467,0,0,0,0,0,1831,0.007752329,3.376608258,0.005592331,2.26,2.14,,367.1979097,0.52310074,0.518055518,17.15508814,243049,32.79499881,711571.7003,4.398061453,0.270950534,31.17262798,441646,75.12305532,1629987.564,75.92509295,1647389.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24666.48,,24883.515,0.871033955,21674.386
2001,0.92,0.565798008,2.814729705,13336.56634,0.755206087,59.5292,0.21455714,25805,,0.463591107,0.71542006,0.011292399,0.852339406,1.61362626,0.476805139,0.65,117285,1227.082258,1227.082258,8131.019986,8131.019986,18202.56846,18202.56846,14725.16667,21.36949348,0.06948,,,,,5537.344645,92752.58685,0.512,1667796.613,155345.736,32.27661538,33.9,2.887108533,4485,-13397,-2.783531929,-2.783531929,,17458,0.06641912,35.88,89,0.329164338,75567.88922,5,4.8,259005.9587,33972,0.088516149,334573.848,3181988.085,0.488312266,42977.96277,20743.62452,0.392,41791.771,20065.308,0,0.846559,0.82165173,9.42,0.381215689,18.59591855,273828,33.10518659,718302.0207,46970.92402,38268.40527,0.387384734,0.111628484,0.195654022,1.704184051,1165965.843,2.971453477,3.839765239,36.54099493,3.51760665,80742.5,50767.82732,25246.2495,,397.8290943,,0.180917532,0.785330017,15.25,16197.68337,103888,2011,752890.2614,112559.4624,0.620179226,0,0,0,0,0,2058,0.008213837,3.381725387,0.002498756,2.76,3.27,,377.2684271,0.513104314,0.524592253,17.85012054,262846,34.78848271,754825.4518,4.61891783,0.276229258,32.68519881,481295,80.30278838,1742375.171,81.22655885,1762418.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.565798008,2.814729705,13336.56634,0.755206087,59.5292,0.21455714,25805,,0.463591107,0.715420061,0.011292399,0.852339406,1.61362626,0.476805139,0.65,117285,1227.082258,1227.082258,8131.019986,8131.019986,18202.56846,18202.56846,14725.16667,21.36949348,0.06948,,,,,5537.344645,92752.58685,0.512,1667796.613,155345.736,32.27661538,33.9,2.887108533,4485,-13397,-2.78353193,-2.78353193,,17458,0.06641912,35.88,89,0.329164338,75567.88922,5,4.8,259005.9587,33972,0.088516149,334573.848,3181988.085,0.488312267,42977.96277,20743.62452,0.392,41791.771,20065.308,0,0.846559,0.82165173,9.42,0.381215689,18.59591855,273828,33.10518659,718302.0207,46970.92402,38268.40527,0.387384734,0.111628484,0.195654022,1.704184051,1165965.843,2.971453477,3.839765239,36.54099493,3.51760665,80742.5,50767.82732,25246.2495,,397.8290943,,0.180917533,0.785330018,15.25,16197.68337,103888,2011,752890.2614,112559.4624,0.620179226,0,0,0,0,0,2058,0.008213837,3.381725387,0.002498757,2.76,3.27,,377.2684271,0.513104314,0.524592253,17.85012054,262846,34.78848271,754825.4518,4.61891783,0.276229258,32.68519881,481295,80.30278838,1742375.171,81.22655885,1762418.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25246.25,,25521.578,0.871197636,22234.338
2002,-0.62680084,-0.584961447,-1.787585426,14280.77121,0.745386844,68.6613,0.245012349,29271,,0.438376561,0.723487797,0.013877276,0.933492995,1.550482729,0.49218595,0.65,134334,1438.431847,1438.431847,9873.240246,9873.240246,18201.35799,18201.35799,15279.5,21.36949348,0.083376,,,,,6487.59665,97740.72083,0.512,1738057.955,188511.867,35.18574795,34.1,2.827408208,5330,-12618,-2.355150235,-2.355150235,,21915,0.07202674,37,89,0.342590124,89343.53551,5,4.8,288269.5919,41731,0.097067853,377613.1274,3515443.885,0.475774096,43918.5615,21187.79154,0.147,42987.488,20694.116,0,0.8450019,0.82153072,9.061666667,0.413568055,21.72492555,331946,36.99213574,802639.3621,51978.28671,47512.6832,0.425472775,0.099832162,0.179427983,1.404502505,1254898.293,2.880813001,3.538174969,36.84314444,3.602142565,81534.406,51974.51219,25790.626,,397.8290943,,0.179631871,0.771728218,15.17412935,27044.715,121716,2250,835388.7124,97615.08862,0.62408429,0,0,0,0,0,2338,0.008379937,3.396251751,0.006911268,2.12,2.33,,408.7488304,0.514055094,0.522141736,19.91308616,304262,38.73726064,840504.3274,4.860692979,0.287159112,35.0641055,535762,85.98808115,1865732.195,87.08916172,1889622.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62680084,-0.584961447,-1.787585426,14280.77121,0.745386844,68.6613,0.245012349,29271,,0.438376561,0.723487797,0.013877276,0.933492995,1.550482729,0.49218595,0.65,134334,1438.431847,1438.431847,9873.240246,9873.240246,18201.35799,18201.35799,15279.5,21.36949348,0.083376,,,,,6487.59665,97740.72083,0.512,1738057.955,188511.867,35.18574795,34.1,2.827408208,5330,-12618,-2.355150235,-2.355150235,,21915,0.07202674,37,89,0.342590125,89343.53551,5,4.8,288269.5919,41731,0.097067853,377613.1274,3515443.885,0.475774096,43918.5615,21187.79154,0.147,42987.488,20694.116,0,0.8450019,0.82153072,9.061666667,0.413568055,21.72492555,331946,36.99213574,802639.3621,51978.28671,47512.6832,0.425472775,0.099832162,0.179427983,1.404502505,1254898.293,2.880813001,3.53817497,36.84314444,3.602142565,81534.406,51974.51219,25790.626,,397.8290943,,0.179631871,0.771728218,15.17412935,27044.715,121716,2250,835388.7124,97615.08862,0.624084291,0,0,0,0,0,2338,0.008379937,3.396251751,0.006911268,2.12,2.33,,408.7488304,0.514055094,0.522141736,19.91308616,304262,38.73726064,840504.3274,4.860692979,0.287159112,35.0641055,535762,85.98808115,1865732.195,87.08916172,1889622.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25790.626,,26183.886,0.868120561,22730.77
2003,-1.931,-0.724141333,-4.88211707,15329.15049,0.788497659,76.277,0.285253927,47410,,0.411530159,0.794825058,0.017748563,1.00763217,1.464418846,0.507566761,0.65,172885.6,2191.512742,2191.512742,12043.3021,12043.3021,22018.21149,22018.21149,15509.58333,21.36949348,0.08243802,,,,,8152.776306,104769.8886,0.512,1811055.57,232387.3807,37.8824733,34.1,2.751870597,6395,-19928.6,-3.248647389,-3.248647389,,22373.5,0.06151044,31.4,86.6,0.353904732,114446.9249,5,5,308109.7046,51699.5,0.107776153,422556.6295,3875606.437,0.469521849,44788.0491,21596.40201,0.128,43780.318,21026.257,0,0.8422126,0.82015837,9.48,0.460240541,26.75913279,415023,41.56006761,901752.3723,62244.20412,67993.36954,0.453731377,0.096789691,0.173802894,1.687305945,1355430.627,3.278120949,3.948655002,37.14529394,4.156413143,82301.65,53179.02957,26331.99,,397.8290943,,0.186208846,0.735078565,15.38461538,32570.12493,152957,2969,876525.2565,79714.96757,0.62408429,0,0,0,0,0,2951,0.009678876,3.408093026,0.005559737,2.25,2.64,,460.8263418,0.540199977,0.538037192,23.45227413,363735,43.41405988,941979.4946,5.127741725,0.306308101,39.55251323,613443,92.30063395,2002699.235,93.04210762,2018787.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.931,-0.724141333,-4.88211707,15329.15049,0.788497659,76.277,0.285253927,47410,,0.411530159,0.794825058,0.017748563,1.007632171,1.464418846,0.507566761,0.65,172885.6,2191.512742,2191.512742,12043.3021,12043.3021,22018.21149,22018.21149,15509.58333,21.36949348,0.08243802,,,,,8152.776306,104769.8886,0.512,1811055.57,232387.3807,37.8824733,34.1,2.751870597,6395,-19928.6,-3.248647389,-3.248647389,,22373.5,0.06151044,31.4,86.6,0.353904732,114446.9249,5,5,308109.7046,51699.5,0.107776153,422556.6295,3875606.437,0.469521849,44788.0491,21596.40201,0.128,43780.318,21026.257,0,0.8422126,0.82015837,9.48,0.460240541,26.75913279,415023,41.56006761,901752.3723,62244.20412,67993.36954,0.453731377,0.096789691,0.173802894,1.687305945,1355430.627,3.278120949,3.948655002,37.14529394,4.156413143,82301.65,53179.02957,26331.99,,397.8290943,,0.186208846,0.735078565,15.38461538,32570.12493,152957,2969,876525.2565,79714.96757,0.624084291,0,0,0,0,0,2951,0.009678876,3.408093026,0.005559737,2.25,2.64,,460.8263418,0.540199977,0.538037192,23.45227413,363735,43.41405988,941979.4946,5.127741725,0.306308101,39.55251323,613443,92.30063395,2002699.235,93.04210762,2018787.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26331.99,,26847.04,0.863843741,23191.647
2004,-1.591,-0.678338201,-3.214508467,16484.41821,0.84127187,87.8002,0.373838202,56987,,0.419337737,0.862207439,0.021411265,1.232726811,1.399836454,0.522947572,0.65,192373,2024.778351,2024.778351,15434.9055,15434.9055,26220.77921,26220.77921,15746,21.36949348,0.1445184,,,,,10174.76777,113436.8528,0.512,1968582.395,290556.4513,37.28246939,34.3,2.483854675,7217,-1480.732732,-0.189998785,-0.189998785,,21614,0.045966109,25.8,84.2,0.381845158,100525.1759,5,5,366151.716,68985,0.125617424,466676.8919,4259301.694,0.456089874,45667.42489,22005.3239,0.189,44690.142,21468.394,0,0.8395842,0.81885051,9.7225,0.533762882,33.29201067,524216,45.2637837,982114.0021,75006.48485,66469.05209,0.540729827,0.11130232,0.196186665,3.344970063,1438194.081,4.582489671,4.290478708,37.44744345,5.516103904,83062.819,54392.90783,26873.4325,,397.8290943,,0.173640382,0.735393681,15.0990099,39629.22731,190892.2673,2877,927797.6037,86676.80911,0.62799412,0,0,0,0,0,3521,0.010465658,3.403021965,-0.002312859,2.14,2.44,,531.4235069,0.628608929,0.60372564,29.86256827,470216,47.50579713,1030760.24,5.418774659,0.36187167,49.49434777,779338,99.25678872,2153630.873,99.18485913,2152070.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.591,-0.678338201,-3.214508467,16484.41821,0.84127187,87.8002,0.373838202,56987,,0.419337737,0.862207439,0.021411265,1.232726811,1.399836454,0.522947572,0.65,192373,2024.778351,2024.778351,15434.9055,15434.9055,26220.77921,26220.77921,15746,21.36949348,0.1445184,,,,,10174.76777,113436.8528,0.512,1968582.395,290556.4513,37.28246939,34.3,2.483854675,7217,-1480.732732,-0.189998785,-0.189998785,,21614,0.045966109,25.8,84.2,0.381845158,100525.1759,5,5,366151.716,68985,0.125617424,466676.8919,4259301.694,0.456089874,45667.42489,22005.3239,0.189,44690.142,21468.394,0,0.8395842,0.81885051,9.7225,0.533762882,33.29201067,524216,45.2637837,982114.0021,75006.48485,66469.05209,0.540729827,0.11130232,0.196186665,3.344970063,1438194.081,4.582489671,4.290478708,37.44744345,5.516103904,83062.819,54392.90783,26873.4325,,397.8290943,,0.173640382,0.735393681,15.0990099,39629.22731,190892.2673,2877,927797.6037,86676.80911,0.62799412,0,0,0,0,0,3521,0.010465658,3.403021965,-0.002312859,2.14,2.44,,531.4235069,0.628608929,0.603725641,29.86256827,470216,47.50579713,1030760.24,5.418774659,0.36187167,49.49434777,779338,99.25678872,2153630.873,99.18485913,2152070.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26873.433,,27519.475,0.859831109,23662.101
