__yearly__,yed,lock,finc,canoth,glnratio,solv,skrat,inft,lrxf_switch,ctax,lti,sharex,scr,expeb,lrxm,int,techl,urx,prof,head19,sharesp,head55,sdli,gdnratio,user,exphb,ctaxr,enab,labsh,oms,itax,oxs,urxf,lrxf,prem,taxr,eff,sharee,shareh,gcarbr,gint,can,tfp,gcarbrb,gdfxsh,canratio,itaxr,glnt,rel_red,gcarb,expspb,dep,lrx,cxs,gcarbb,gtrader,poil,expsp,lfnf,rpdi,xtdno_S,igr,ec,mtn,ipr,exp,rev,co2,itr,ogc,gtrade,xtn,oilc,exr,lives,popwam,exph,mtd,gini_disp,popwa,climloss,pe,pm25,gip,gasc,goth,pr,pcr,gcom,rc,popt,k,pc,expe,pg,mtn_S,ogi,mtr_S,ybar,lnn,xtn_S,xtd_S,lnnf,lfn,hic,gdi,yen,gcr,lfnm,mtr,coalc,yen_S,yer_S,yft_S,popwaf,gdn,tax,yer,xtr_S,xtr,yft,res_lrxf,res_popt,res_labsh,res_gdfxsh,res_yed,res_exr,res_poil,res_techl,res_expspb,res_gcom,res_exph,res_lnnf,res_yen_S,res_oms,res_glnt,res_pcr,res_pc,res_lrxm,res_eff,res_rc,res_prem,res_sharesp,res_coalc,res_pr,res_expsp,res_cxs,res_co2,res_skrat,res_gcarbb,res_lock,res_climloss,res_taxr,res_dep,res_gcarbrb,res_gtrader,res_gcr,res_popwa,res_inft,res_user,res_xtr,res_xtdno_S,res_popwaf,res_enab,res_gint,res_pm25,res_hic,res_sharex,res_gcarbr,res_pe,res_shareh,res_yer_S,res_itaxr,res_yft_S,res_xtn_S,res_oxs,res_ybar,res_exphb,res_sharee,res_scr,res_ogi,res_urxf,res_lives,res_ctaxr,res_canoth,res_expeb,res_gdn,res_mtd,res_yft,res_goth,res_gip,res_xtr_S,res_mtr_S,res_ec,res_ipr,res_mtn_S,res_mtr,res_pg,res_oilc,res_ogc,res_finc,res_lnn,res_igr,res_expe,res_gasc,res_solv,res_gini_disp,res_tfp,res_rel_red,cmud,cxud,remit,revg,wdr,wld_poil,wld_pr,wld_co2,wld_oilc,wld_techl,wld_coalc,wld_pg,wld_gasc,wld_lock,wld_pc,usa_int,usa_inft,eff_eviews,climloss_eviews,co2_eviews,ctax_eviews,ec_eviews,expe_eviews,exph_eviews,expsp_eviews,exr_eviews,gasc_eviews,gcarb_eviews,gcom_eviews,gcr_eviews,gdfxsh_eviews,gdn_eviews,goth_eviews,gtrade_eviews,hic_eviews,igr_eviews,ipr_eviews,itax_eviews,lives_eviews,lrx_eviews,lnn_eviews,mtr_eviews,ogc_eviews,ogi_eviews,oilc_eviews,oms_eviews,pcr_eviews,pm25_eviews,prem_eviews,prof_eviews,rc_eviews,rpdi_eviews,scr_eviews,taxr_eviews,techl_eviews,user_eviews,xtn_eviews,yft_eviews,rel_red_eviews,can_eviews,xtd_S_eviews,xtdno_S_eviews,xtr_eviews,lnnf_eviews,urx_eviews,,__unknown__,
2010,0.685893147,0.0,21.36949348,-3.014941506,-2.858025834,0.0,0.40349781,5.0,0.0,148655.0,13.13525,0.0,54266.137,8690.782074,0.854996046,9.0,3.432843673,1.11,1051892.312,4.0,0.0,46.8,0.63975261,46.78633214,12.94215039,61960.90943,0.141321501,0.65,0.456717171,0.077144202,218649.0,0.079057138,1.08,0.8115656,324.1208264,0.024032161,0.615232438,0.0,0.0,-22.87053271,2.515926172,-4.276,-0.001521324,-22.87053271,0.512,-3.688377001,0.147785758,-2.858025834,13.82716049,-57941.62068,118946.2496,0.029778963,0.8337215,0.321408927,-57941.62068,0.047672403,11.47499397,118946.2496,24438.97695,1651878.492,0.857352095,233058.4604,1.872873011,1730901.835,641929.9366,649907.0,588235.7183,136.1131,874988.397,194408.7948,74068.0,1553687.167,0.668223327,18612.91667,0.221,31360.923,61960.90943,0.823695819,34.9,61474.295,24080.34562,12.08601936,39.36539699,25400.0,0.32662548,135307.7283,33.68142225,2138836.203,31353.61066,0.268697718,87967.655,7537294.274,4.869914585,8690.782074,9.03246004,92.99465882,240500.2641,96.84886354,7.168303385,50683.54,83.47360031,0.909720485,24175.036,51252.44211,0.691731234,3009337.823,2157828.0,188393.2003,26813.465,2101384.754,0.609326486,115.9317499,144.99376,144.058325,30113.372,1009568.575,26276.0,3146011.895,91.75741527,1990912.711,3125715.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.043022294,1.066440331,153742.6919,11868.0,833.6899581,79.63475047,0.12125312,32051.0227,172.4497491,15.45154143,150.7142369,10.90939051,113.6619177,0.0,105.4308333,0.136666667,2.0,,,,0.0,0.11494496,-1049.34847,-7481.327335,-14361.89102,1035.880833,0.05850424,-20279.56724,-1917.367712,9168.492469,-0.02165666,74157.20513,,0.0,,24077.24289,,0.0,-0.14643341,0.000100984,-0.01113597,0.01660121,8023.091118,-0.05171085,0.02556574,-0.00541882,0.02518915,,-14.05916628,-1630.340522,,598631.3898325429,-80447.56199,0.00902457,,1.60135016,0.0,0.00012984,,0.0,-0.00903672,0.10967327,-0.01864214,-0.0123884,0.0,,,
2011,0.8317186,0.0,21.36949348,-2.765402438,-1.147271416,0.0,0.424280058,5.0,0.0,196058.0,16.95383333,0.0,89278.67015,9770.417,0.865127859,15.0,3.456914489,1.0,1355128.584,3.35,0.0,43.8,0.63975261,45.5585193,18.00213376,71511.13,0.144678522,0.65,0.459463582,0.097963477,272873.0,0.087902304,0.9,0.8111884,397.8290943,0.028918021,0.630613249,0.0,0.0,-25.91898172,2.351887455,0.233,0.011059664,-25.91898,0.512,0.171905685,0.149292648,-1.147271,13.61386139,-77106.2262,142669.1,0.034437783,0.8385705,0.323439171,-77106.23,0.036885849,16.40972491,142669.129,24835.07871,1803662.827,0.956275479,206307.1936,2.131589424,2321858.477,600315.9761,751298.0,719405.2314,145.0478,806623.1697,246040.853,81406.0,2206971.03,0.726673882,20509.75,0.138,31566.42,71511.13422,1.06143738,34.9,62182.09257,25583.03063,15.23872346,38.4869748,29786.0,0.2945952,157257.3714,32.72047735,2226463.19,38345.08996,0.384163094,88871.384,8084349.737,5.938066303,9770.417023,12.47886442,113.2075465,251520.5255,100.8161989,7.489040494,51622.627,107.605945,1.05856234,24611.563,52144.06768,0.820930942,3192247.849,2779880.0,201812.4989,27308.989,2187466.28,0.726157248,135.5394386,154.0418008,153.0419983,30615.673,1266472.166,38469.0,3342332.37,101.6529125,2205620.931,3320639.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.111745041,1.14906885,176383.85,12103.0,939.939179,111.0824721,0.117793718,33100.0654,174.1615602,15.46658956,158.1947097,14.72930883,116.4138864,0.0,125.7366667,0.0525,2.0,0.01538081,0.56499085,-0.03589364,0.0,0.11130802,-2077.255725,-15203.73845,-30332.37215,1338.445833,-0.33378824,-26987.17917,-3642.242801,4764.804764,-0.0242,172333.8845,21949.64304,0.0,0.07641986,23026.9971,,0.0,-0.08989553,0.004654803,-0.01868068,-0.034253,10299.45317,-0.1479689,-0.09896321,0.01782638,-0.01255534,,7.20969961,0.0,0.18294864,504417.6176270865,35086.42148,0.00488586,,1.78666294,0.0,-0.00916913,,3.98e-06,0.02267509,0.07490688,-0.01048553,-0.01794408,0.0,,,
2012,0.9225925,0.0,24.56331,-6.1918,-6.856424,0.0,0.430875572,5.0,0.0,215798.0,13.47167,0.0,-21123.71,10640.76,0.868378572,9.0,3.494775,1.03,1600508.0,2.7,0.0,40.8,0.6358282,48.1131,13.68328,90217.24,0.134831,0.65,0.4642363,0.0855397,258080.0,0.0811557,0.93,0.8153498,423.6402,0.0262974,0.6459941,0.0,0.0,-35.03266,2.554257,9.267,0.0175764,-35.03266,0.512,5.947247,0.1233975,-6.856424,13.89578,-99004.61,172153.3,0.0336668,0.8421898,0.2873188,-99004.61,0.0274427,15.93883,172153.3,25331.91,1993696.0,0.965105,247592.2,2.236365,2483567.0,574137.7,955967.9,733448.2,135.6859,821729.9,299860.6,71276.0,2597264.0,0.7421262,20828.0,0.072,31841.457,90217.24,1.040712,34.7,62910.22,26925.47,15.20671,37.22745,39884.0,0.3249927,192979.3,30.63603,2335097.0,39093.6,0.4952468,89801.93,8633905.0,3.707265,10640.76,13.87117,119.2418,343212.0,109.9852,7.759153,52436.63,124.7006,1.060183,25096.32,52982.35,0.8956597,3473717.0,3245419.0,216318.6,27650.439,2386411.0,0.6739993,155.82,162.1249,162.505,31068.764,1561472.0,44959.0,3517717.0,117.6217,2552106.0,3525964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.099392,1.118636,208280.0,10267.0,987.4272,111.9596,0.1102897,33659.0,176.5767,15.48205,158.9142,16.74817,119.4036,0.0,105.5042,0.0858333,2.0,0.01538085,0.55862764,-0.04795943,-0.094148,0.01460036,-1162.613604,-9857.170965,-18809.53696,-297.0425,-0.140135,-34651.61565,1532.852905,-23439.38103,-0.00384646,62418.38053,35721.92863,0.0632272,0.00690255,-31157.42938,,0.01746492,-0.06962069,0.003423964,-0.01946813,-0.01811822,26937.22707,0.20713025,-0.15845833,-0.01796261,-0.02206813,,1.32714008,0.2042057,0.07712501,462331.8767161233,-110398.9064,-0.00262062,,1.78073494,0.18195452,-0.00118716,,-5.347e-05,-0.00755346,-0.06213129,0.10436483,-0.01936696,-3.39e-06,,,
2013,0.966514,0.0,27.75713,-6.951099,-7.443931,0.0,0.448701944,5.0,0.0,231146.0,10.37417,0.0,-40095.84,14105.84,0.88002429,7.0,3.543957,1.32,1758796.0,2.65,0.0,37.9,0.6358282,51.68903,9.865695,107739.5,0.1314229,0.65,0.4643786,0.0638713,300607.0,0.0598019,1.14,0.8252107,486.3241,0.0229085,0.6613749,0.0,0.0,-11.62235,2.919246,7.744,0.0228389,-11.62235,0.512,4.522783,0.1281976,-7.443931,13.89578,-34278.69,197784.8,0.0319495,0.8529191,0.2400361,-34278.69,0.0261071,17.00744,197784.8,25975.01,2190288.0,0.9709986,266408.7,2.349168,2920030.0,598862.3,1094123.0,827313.0,140.8932,865271.0,335355.4,78253.0,2997380.0,0.7563838,20933.42,0.215,32177.245,107739.5,1.042748,34.7,63654.07,28385.33,15.625,36.83591,54084.0,0.3387497,149817.0,28.63101,2456056.0,44096.69,0.5341404,90752.59,9223327.0,4.975727,14105.84,14.66163,139.4913,385053.5,129.0615,8.049802,53575.12,143.1864,1.037151,25678.9,54291.77,0.9547311,3590745.0,3584262.0,232023.8,28316.757,2800321.0,0.719894,171.222,170.9151,174.1793,31476.825,1852670.0,46548.0,3708443.0,138.0574,2995509.0,3779268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.083173,1.125137,230267.6,11124.0,1049.723,108.844,0.1030716,33869.8,178.4516,15.49795,162.0244,16.16939,121.3543,0.0,90.89667,0.0583333,2.0,0.0153808,0.56284118,-0.00672216,-0.0708284,0.01754094,-671.5312032,-5129.112202,-9415.863551,-519.42,-0.10756153,-11997.54389,7310.721691,-18044.13102,-0.00126137,20341.49944,-43162.3,0.100602,-0.02598465,-12521.30391,,-0.09687132,0.14104813,0.01079955,-0.01931276,0.04405687,21219.4538,0.06852581,-0.08175757,-0.02117746,-0.03165724,,52.54643319,0.111783,-0.01273691,433726.34451732005,-19158.75546,-0.0033889,,0.52810511,0.32457655,-0.00371309,,5.156e-05,-0.02600029,-0.01669198,0.09908367,-0.018399,2.51e-06,,,
2014,1.001912,0.0,30.95094,-9.4812,-6.289603,0.0,0.47091054,5.0,0.0,207807.0,8.665,0.0,-52548.67,14383.1,0.87998485,6.5,3.573428,1.26,1912275.0,2.6,0.0,35.0,0.6338679,54.71596,7.477025,112264.9,0.10867,0.65,0.469285,0.0575678,334651.0,0.0516315,1.11,0.827383,452.5351,0.0218631,0.6767557,0.0,0.0,-6.488929,3.097414,8.617,0.0138303,-6.488929,0.512,4.627704,0.129208,-6.289603,14.14392,-21899.21,207752.8,0.029995,0.8539778,0.2268777,-21899.21,0.0280979,15.73515,207752.8,26346.9,2224985.0,0.9986939,261461.5,2.574476,3273530.0,683896.7,1123418.0,875742.5,159.5828,945358.3,351789.9,95603.0,3402495.0,0.7791915,21148.0,0.038,32563.322,112264.9,1.03629,34.6,64406.98,30083.81,14.50224,34.89602,66738.0,0.3546954,154008.6,27.53889,2606367.0,46678.04,0.5707679,91713.85,9892032.0,4.596722,14383.1,15.10685,154.7915,370489.3,145.5874,8.39,54309.11,160.8897,1.044623,26054.45,55002.13,0.9937276,3874327.0,3937856.0,248265.0,28655.23,3158893.0,0.8698209,186.2047,181.1421,184.7332,31843.658,2154636.0,47844.0,3930343.0,154.017,3341794.0,4008261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.060988,1.110168,253776.0,11050.0,1110.045,98.94337,0.09914,34117.57,179.5816,15.51427,162.378,16.3293,122.2417,0.0,77.8875,0.0325,2.0,0.0153808,0.57079608,0.01123214,0.07575,0.0421035,-526.772477,-4111.635145,-7608.82265,-413.4226,-0.1032212,-7664.724923,6611.51868,11782.46732,-0.0025478,44567.12391,4191.6,0.0357395,-0.01229672,23639.50025,,-0.15216348,-0.18343243,0.001626247,-0.01656082,0.04206989,4152.308072,-0.07452739,-0.07192596,-0.00370644,-0.01340971,,-27.11094262,0.058425,-0.0266625,416705.7753050232,-13124.59143,-0.0010454,,0.30548749,-0.12984366,0.00794657,,-1.26e-05,-0.01456873,0.00463096,0.06319696,-0.01668326,1.243e-05,,,
2015,1.0,0.0,30.89923,-16.56808,-6.169897,0.0,0.456178753,5.0,0.0,200030.0,7.1175,0.0,10828.51,15058.8,0.880709906,6.5,3.597143,1.85,2026377.0,2.2,0.0,31.1,0.6319088,57.09777,5.511423,129728.2,0.0987131,0.65,0.4730307,0.0384764,347521.2,0.0263209,1.7,0.8251649,397.8291,0.0234741,0.6921365,0.0,0.0,-0.4053944,3.426105,-2.03938,0.011218,-0.4053944,0.512,-1.055355,0.1219569,-6.169897,14.39206,-1622.309,231960.3,0.0284987,0.8533067,0.1794162,-1622.309,0.0263833,8.537472,231960.3,26527.65,2371691.0,1.0,298954.9,2.861806,3731151.0,734825.0,1254929.0,996234.2,184.4356,1033780.0,374519.6,99315.0,3764320.0,0.8700629,21697.57,0.052,33014.628,129728.2,1.0,34.5,65162.93,32093.2,9.802152,32.46644,82022.0,0.3703284,229323.0,23.67632,2849540.0,53100.38,0.5229705,92677.08,10643900.0,4.217676,15058.8,9.744925,171.9617,421640.6,171.9617,8.9875,54575.29,173.4904,1.0,26076.68,55603.96,1.0,4192862.0,4192862.0,265544.8,29076.309,3731151.0,1.098444,193.2411,193.2411,195.6212,32148.303,2394031.0,56723.0,4192862.0,173.4904,3764320.0,4244504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,282068.4,11844.0,1120.4,52.39942,0.0852347,34043.37,183.4892,15.53092,158.5145,10.30536,125.0878,0.0,63.51668,0.0533333,2.0,0.0153808,0.58024414,-0.02423985,0.0445613,0.02535122,28.73747954,247.5669704,442.6617244,-84.87,-0.14551885,-567.8081045,21478.88459,-19730.96834,-0.00640772,-47968.31272,75314.4,-0.183856,-0.02574853,-19135.88293,0.0,0.135174,0.01273093,-8.21765e-05,-0.02469565,0.07836487,23401.03869,0.1312389,-0.03695366,-0.01669966,-0.0028137,0.0,-25.05046394,0.45036256,-0.22229851,414092.03,63339.00753,0.001611,0.0,0.0206026,-0.43372604,0.0031783,0.0,3.93e-06,-0.02819767,-0.00116648,0.13595477,-0.0245347,5.86e-06,,,
2016,1.011106,0.0,30.84751,-18.63376,-3.962682,0.0,0.476874511,4.75,0.0,188485.0,6.96,0.0,-10872.79,15529.91,0.879138945,6.5,3.613838,1.85,2162807.0,1.8,0.0,27.2,0.6319088,59.66214,5.393721,137673.9,0.0871483,0.65,0.4747148,0.033705,385338.0,0.0171018,1.7,0.8236732,397.8291,0.0264867,0.7075173,0.0,0.0,-0.552451,3.230425,0.624539,0.00792544,-0.552451,0.512,0.3042433,0.1227527,-3.962682,14.60396,-2247.07,225872.3,0.0271367,0.8517279,0.1670298,-2247.07,0.022802,7.162425,225872.3,26696.17,2485699.0,0.9751968,297902.6,3.088531,4100294.0,838408.8,1253677.0,1075248.0,185.4322,1136311.0,385580.9,96125.0,4215636.0,0.9307731,21935.0,0.162,33172.242,137673.9,0.9532308,34.5,65583.36,34086.44,9.202888,30.24131,86783.0,0.3685914,273899.2,22.88425,3057557.0,57311.9,0.6005209,93640.44,11491370.0,4.713275,15529.91,6.543635,186.9293,402237.0,198.2467,9.585,54825.79,192.1876,0.9728951,26242.34,55859.18,1.026682,4586039.0,4502733.0,285566.9,29163.009,4301470.0,1.188646,205.2762,205.243,205.8552,32411.119,2686427.0,67958.0,4453273.0,197.542,4286181.0,4466557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962216,0.9694582,307090.0,8378.0,1145.903,44.04752,0.0823833,34034.53,186.8301,15.54778,156.4612,6.936873,127.9638,0.0,71.12264,0.3191667,2.0,0.0153808,0.57907545,-0.06066562,0.0467219,0.00711826,-172.4751805,-1529.006333,-2508.537764,-359.253175,-0.21304201,-786.4746613,6853.479571,8220.644204,-0.00271887,100554.0525,44576.2,0.067928,0.00492306,21010.83914,0.0,0.24449688,0.1083852,-0.001211558,-0.02126435,0.05985511,6901.885322,-0.05815661,-0.10479584,0.00083991,-0.01078925,0.0,12.42300931,0.343946,-0.00842497,403330.3690918901,-21619.99861,0.0030126,0.0,0.02679351,-0.08664742,0.00505129,0.0,-5.523e-05,0.00017677,0.04848474,0.10880393,-0.02111149,8.65e-06,,,
2017,1.052418,0.0,30.79579,-22.92187,-2.469303,0.0,0.494178467,4.5,0.0,217200.0,7.0675,0.0,-33674.47,17508.06,0.88534429,6.25,3.63318,1.87,2433676.0,1.8,0.0,24.8,0.6319088,58.22279,5.665556,141950.3,0.0892477,0.65,0.4677175,0.0358101,433825.0,0.0279885,1.7,0.8252751,397.8291,0.0281386,0.7228981,0.0,0.0,-1.002955,3.393274,-1.650873,0.00904642,-1.002955,0.512,-0.7377219,0.1243578,-2.469303,14.60396,-4096.491,262748.5,0.0259242,0.8555934,0.1967257,-4096.491,0.0190765,8.824344,262748.5,26975.31,2633109.0,0.9843769,328494.9,3.306803,4945460.0,923719.7,1355034.0,1231421.0,182.584,1252215.0,402548.6,97018.0,5085742.0,0.9743176,22370.09,0.284,33309.863,141950.3,0.9784828,34.5,65996.31,36408.49,10.83709,29.62673,98901.0,0.3427448,335475.7,20.98273,3282289.0,65636.11,0.802046,94600.64,12445680.0,6.566533,17508.06,7.61574,221.0747,431377.5,232.9391,10.1825,55410.09,227.3457,0.9858832,26516.73,56466.01,1.062832,4945973.0,5005975.0,306541.6,29490.697,5054212.0,1.187695,223.7799,219.2246,217.8556,32686.447,2914618.0,78783.0,4756640.0,230.601,5003481.0,4726937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9961214,1.004799,335551.3,7580.0,1223.159,54.40091,0.0755378,34447.75,189.4268,15.56469,157.3968,8.09513,131.4323,0.0,99.42222,0.9466667,2.0,0.0153808,0.58773508,-0.02448383,0.0144548,0.01827153,-715.3483163,-5799.837795,-10735.43825,-113.285,-0.27228458,-1433.772516,-9896.523832,20144.39643,-0.00490617,77295.65528,61576.5,-0.157263,-0.00376431,18201.36454,0.0,0.10588269,0.11648209,0.003954856,-0.02014803,0.067665,1213.547477,0.02989652,-0.10302608,0.00366573,-0.00897639,0.0,5.84181415,0.567625,0.17678975,389611.93302422203,-22700.19694,0.0016519,0.0,0.04548692,-0.93277414,-0.00106608,0.0,3.653e-05,-0.0017544,0.02929973,0.08309132,-0.01979151,-9.94e-06,,,
2018,1.08818,0.0,30.79579,-18.46285,-1.291261,0.0,0.50293182,4.25,0.0,251156.0,7.371875,0.0,-129432.0,20594.3,0.889081359,6.25,3.642739,1.16,2700912.0,1.8,0.0,22.4,0.6299508,55.02908,6.253523,158229.6,0.0929893,0.65,0.4665951,0.0358101,478802.0,0.0279885,1.03,0.8283201,373.4234,0.0306719,0.7382789,0.0,0.0,-2.888442,3.597436,5.768853,0.00445997,-2.888442,0.512,2.352582,0.1235859,-1.291261,14.85149,-13825.61,268885.8,0.0255014,0.8589278,0.1967257,-13825.61,0.0148891,11.42205,268885.8,27292.05,2788712.0,0.9741868,342504.0,3.727491,5679497.0,1018027.0,1435435.0,1363869.0,211.7741,1360531.0,428025.1,87333.0,5865550.0,1.037096,22602.05,0.134,33444.959,158229.6,0.9961382,34.4,66393.64,38984.68,10.9935,29.50008,109718.0,0.3477474,385562.0,19.03321,3520581.0,72695.72,0.7603966,95545.96,13488830.0,7.207862,20594.3,9.360112,251.2824,449982.2,262.7721,10.78,56365.83,259.5141,0.9848825,27010.95,57027.34,1.100456,5253839.0,5542332.0,325791.3,29735.289,5701515.0,1.58225,245.2137,234.7365,230.0908,32948.682,3049894.0,94366.0,5093210.0,263.4975,5717254.0,4992412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.027579,1.043976,361632.8,7779.865,1296.805,71.07119,0.0685196,35152.02,191.2071,15.5815,159.8562,10.04922,138.0541,0.0,111.6931,1.973333,2.0,0.0153808,0.59349462,-0.04706696,0.0837584,0.06625444,-699.8106804,-5376.767554,-9136.953168,-271.367025,-0.1847715,-4838.962973,-7524.700002,-632.1364308,-0.00257713,48236.21025,50086.3,0.239495,-0.00184257,6606.161299,0.0,0.00850915,-0.16004763,0.003146477,-0.0144489,0.0455501,11797.57867,0.00880825,-0.07721684,-0.00080629,-0.00695908,0.0,-20.16867815,0.286703,-0.15940441,376291.3101477932,-95446.79854,0.0025333,0.0,0.13808808,0.67913724,0.0014375,0.0,1.605e-05,0.00161764,-0.03448323,0.0631043,-0.01469224,1.253e-05,,,
2019,1.107644,0.0,30.79579,-12.8799,-4.176437,0.0,0.607652415,4.0,0.0,273198.1,7.7075,0.0,-204490.4,25170.42,0.889631341,6.0,3.632453,2.04,2946892.0,1.436201,0.0,20.0736,0.6299508,54.97956,6.615666,195132.3,0.0927072,0.65,0.4665951,0.0358101,512666.1,0.0279885,2.01,0.8266913,318.1038,0.0322801,0.7536597,0.0,0.0,-1.231542,3.762352,12.4776,-0.00479929,-1.231542,0.512,4.763873,0.1199021,-4.176437,14.85149,-7031.795,328481.1,0.0229485,0.8583484,0.1967257,-7031.795,0.0125783,10.38315,328481.1,27433.18,2895191.0,0.991405,417448.4,4.16635,6254976.0,1189854.0,1747987.0,1495841.0,247.7089,1607303.0,485877.9,81100.0,6447619.0,1.103961,23050.24,0.059,33581.29,195132.3,1.012532,34.4,66765.6,41720.4,9.112126,29.38658,124884.0,0.3546954,442658.1,17.33266,3779696.0,79729.97,0.6404143,96462.11,14786590.0,5.844967,25170.42,9.355783,271.3627,588441.3,284.7121,11.34067,56139.06,279.7202,0.9947982,26881.77,57308.15,1.13123,5709375.0,6037348.0,344688.5,29874.968,6177559.0,2.067279,261.9212,251.2089,241.4366,33184.31,3319307.0,106832.5,5450623.0,281.1829,6100985.0,5238587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048884,1.062799,391854.1,6688.0,1286.294,64.03192,0.0623976,35173.7,191.8012,15.59809,157.6857,9.94467,140.3936,0.0,88.98251,2.104167,2.0,0.0153808,0.59636767,-0.04038103,-0.0060224,0.04600716,-450.2169263,-3490.282019,-5875.458224,-3.851,-0.22661351,-2461.127317,18305.71637,-51391.68918,-0.00490475,-13697.85407,57096.1,-0.0860677,-0.0074848,-52382.05297,0.0,0.03083945,-0.07970167,-0.001179074,-0.03062013,0.04610457,50196.82346,0.25054049,-0.11932684,-0.00185171,0.00240553,0.0,-48.57824578,-0.39640131,-0.34351679,366054.6749997789,-73305.09749,0.0016082,0.0,0.06343288,0.22071668,0.00853136,0.0,-2.773e-05,-0.00409332,-0.01114445,0.07301541,-0.03149709,-6.53e-06,,,
